Book_ID,Title,Authors,LoCC,Keyword,Snippet
5699,The Emancipatrix,"Flint, Homer Eon",PS,poppy,"in his hand and moved the tip along the surface of the trough; and, behold, a miracle!"" ""What happened?"" breathlessly. ""In the twinkling of an eye, the stick blossomed! Blossomed, Cunora, before mine eyes! And such a blossom no eye ever beheld before. Its color was the color of the poppy, but its shape--most amazing! Its shape continually changed, Cunora; it danced about, and rose and fell; it flowed, even as water floweth in a stream, but always upward!"" ""Rolla!"" incredulously. ""Ye would not awaken me to tell such nonsense!"" ""But it were not nonsense!"" insisted Rolla. ""This blossom was even"
5743,The Evil Shepherd,"Oppenheim, E. Phillips (Edward Phillips)",PR,opium,"perhaps, to criticise. Lady Cynthia, however, seems to me to belong to the extreme section of the younger generation, the section who have a sort of craze for the unusual, whose taste in art and living is distorted and bizarre. You know what I mean, don't you--black drawing-rooms, futurist wall-papers, opium dens and a cocaine box! It's to some extent affectation, of course, but it's a folly that claims its victims.” She studied him for a moment attentively. His leanness was the leanness of muscular strength and condition, his face was full of vigour and determination. “You at least have escaped"
5745,She and Allan,"Haggard, H. Rider (Henry Rider)",PR,soporific,"of that battle, a problem as to which I could find no solution, though, as in the case of the others, I was sure that one would occur to me in course of time. I slept like a top, so soundly indeed that I think there was some kind of soporific in the pick-me-up which looked like sherry, especially as the others who had drunk of it also passed an excellent night. About ten o’clock on the following morning I awoke feeling particularly well and quite as though I had been enjoying a week at the seaside instead of my recent"
5745,She and Allan,"Haggard, H. Rider (Henry Rider)",PR,laudanum,"and gold. I ran for my gun, but when I got back he had gone and I never thought of the matter again from that day to this.” “Well, he kept his promise,” I said, but Robertson made no answer, for by this time that thundering dose of bromide and laudanum had taken effect on him and he had fallen asleep, of which I was glad, for I thought that this sleep would save his sanity, as I believe it did for a while. We reached Strathmuir towards sunset, too late to think of attempting the pursuit that day. Indeed, during"
5769,The Shagganappi,"Johnson, E. Pauline",PS,poppy,"migrating north for the summer! I bet they've flown a thousand miles! See, boy, they're spent, dead beat!"" Jimmy fairly held his breath. The magnificent band of birds were slowly floating towards them. Now they could distinguish each regal body, feathered in dazzling white, each bill, scarlet as a July poppy, each gracefully lifted throat. But the majestic creatures floated swiftly and silently on, on, on! ""Father!"" The boy's voice trembled huskily. ""Oh, father, you don't think they are in any danger of going over, do you?"" His begging, pleading tones revealed his own childish fears. ""Oh, _surely_ not!"" answered Mr."
5773,Annals of a Quiet Neighbourhood,"MacDonald, George",PR,poppy,"wrath they shake: The horses are fierce; but the plough will break. “And the seed that is dropt in those furrows of fear, Will lift to the sun neither blade nor ear. Down it drops plumb, Where no spring times come; And here there needeth no harrowing gear: Wheat nor poppy nor any leaf Will cover this naked ground of grief. “But a harvest-day will come at last When the watery winter all is past; The waves so gray Will be shorn away By the angels’ sickles keen and fast; And the buried harvest of the sea Stored in the barns"
5795,The Secret Rose,"Yeats, W. B. (William Butler)",PR,poppy,"and we carved and disputed and read, and laughed a thin laughter together. In a little we heard many feet coming towards the house, and presently two tall figures stood in the door, the one in white, the other in a crimson robe; like a great lily and a heavy poppy; and we knew the Druid Patrick and our King Leaghaire. We laid down the slender knives and bowed before the king, but when the black and green robes had ceased to rustle, it was not the loud rough voice of King Leaghaire that spoke to us, but a strange voice"
5897,Castle Richmond,"Trollope, Anthony",PR,laudanum,"over the fire with her, discussed the matter of his father's sudden attack. He had been again with his father, and Sir Thomas had seemed glad to have him there; but now he had left him for the night. ""He will sleep now, mother,"" said the son; ""he has taken laudanum."" ""I fear he takes that too often now."" ""It was good for him to have it to-night. He did not get too much, for I dropped it for him."" And then they sat silent for a few moments together. ""Mother,"" said Herbert, ""who can this man have been?"" ""I have"
5959,Peveril of the Peak,"Scott, Walter",PR,narcotic,"therefore, far from using any violence to Peveril, assumed towards him such a friendly tone, as might seem to warn him against receiving damage from others, and vindicate himself from having any share in depriving him of his charge. This last manoeuvre was achieved by an infusion of a strong narcotic into Julian’s wine; under the influence of which he slumbered so soundly, that the confederates were easily able to accomplish their inhospitable purpose. The events of the succeeding days are already known to the reader. Chiffinch set forward to return to London, with the packet, which it was desirable should"
5959,Peveril of the Peak,"Scott, Walter",PR,soporific,"and supposing only the front of the gown trimmed therewith, as we use ermine; and that the back was mounted and lined, instead of cat-skins and squirrels’ fur, with the beards of earls and dukes, and other inferior dignitaries--may amount to--But I will work the question to-morrow.” Nothing is more soporific to any (save a philosopher or moneyed man) than the operation of figures; and when in bed, the effect is irresistible. Sir Geoffrey fell asleep in the act of calculating King Ryence’s height, from the supposed length of his mantle. Indeed, had he not stumbled on this abstruse subject of"
